,0
0,0.34408900078277405
1,1.8397707244449044
2,1.380665988171662
3,0.28118247137968827
4,1.0824163782233904
5,3.491659850207929
6,2.240548368247016
7,0.8780742478024763
8,2.078504478188128
9,12.370902752364113
10,1.5824212560032471
11,0.9906188685101589
12,0.9778721831836953
13,1.1262707902353841
14,0.27020198111695315
15,1.0508144882615795
16,7.9093329532523535
17,0.4796692433973478
18,6.034418459904986
19,1.3202082385107117
20,1.2391682205801084
21,0.23130163140630894
22,7.4521179228882355
23,7.442495768586323
24,7.175442998913975
25,5.844506367515781
26,0.7873375423399354
27,0.932023675723685
28,1.4812069682210611
29,3.6055602603844408
30,1.157721798080668
31,0.760570236468492
32,1.1084842245354214
33,1.1751209533361155
34,5.659942062163979
35,0.904602326745818
36,1.3130196796780884
37,0.7908172946854607
38,2.239320354765286
39,0.9660946507813346
40,1.9295978436543035
41,0.43562022441503584
42,4.141612873603848
43,0.7157605835623754
44,3.9938219318469086
45,8.203416201948658
46,1.8198555313768618
47,2.0716162015146757
48,1.3172854658338753
49,0.6648788330787386
50,1.350806006495908
51,1.0074768407725843
52,0.9429796248266201
53,0.8840110726267917
54,0.24971747713629064
55,0.3906473385865673
56,9.88461808465121
57,9.510244548593397
58,0.37702649092132706
59,2.4924461348872406
60,0.6448443772637235
61,0.8614941438827821
62,0.523871568392223
63,0.48143235206799745
64,0.8704415701672181
65,0.9824946363432178
66,0.23495755127276988
67,3.2610575758977896
68,10.077735593747317
69,0.8240062295176573
70,2.1112561397599356
71,2.808407008917286
72,0.42359416341804934
73,12.62971139554762
74,11.790200494140825
75,3.3767911971991778
76,0.632207357081199
77,0.5361768696993409
78,1.566491588381033
79,13.975542155613795
80,13.97369261695177
81,13.419735426979553
82,1.498064420413267
83,2.991286683067859
84,1.3281829532434624
85,0.9685748138199
86,7.5052407856789785
87,0.4575620407295636
88,0.6447058384707323
89,0.9100721777822176
90,2.8068849207686632
91,0.5317873787659194
92,1.1444169345757493
93,0.8193479311794509
94,0.8193479311794509
95,0.35392902872727533
96,2.3252444193131034
97,1.8166444754645332
98,11.375456114220231
99,16.87232842062097
100,0.16976984327252947
101,1.0447869459105403
102,7.8674966938652755
103,0.1950261884285324
104,4.560302837101699
105,5.356203174552885
106,1.0963360243106326
107,0.2372313055177755
108,5.214764048241383
109,0.31101143121544544
110,1.5000418120401786
111,0.2691764127984956
112,12.689421303003094
113,1.6817238668742884
114,3.9591113493837042
115,0.9561482171468207
116,0.1920404367139029
117,0.8102108654314488
118,2.5822798916785152
119,0.40502481943626434
120,0.394062962140181
121,1.6624412129186696
122,0.9950126185454476
123,0.14227409111919237
124,2.3477503297189743
125,0.3043403867225042
126,0.3559397867026794
127,1.0072968002108529
128,0.2759520471408327
129,9.830494567951114
130,9.517901828272457
131,1.7491191309348522
132,3.057063072542203
133,2.8141281290453044
134,0.5880474215501963
135,2.075789758208966
136,1.7161760004040167
137,0.8077888154996182
138,0.5602166057900321
139,0.49376313768047925
140,0.8787537892537597
141,0.8676039714195867
142,3.6055664703735357
143,1.191656118599712
144,1.0009439966342517
145,6.776772017341072
146,0.6568456754842854
147,5.875405049665275
148,1.8688078389713678
149,0.20092702893813508
150,0.48166552244705396
151,0.3446429737704149
152,1.8186134061631412
153,1.2305837308113539
154,1.3643012572192297
155,4.0121914481394745
156,1.4773572389443534
157,1.414474913219351
158,18.195014916782075
159,4.572793493357645
160,1.2391213026822387
161,1.3672500945664763
162,2.3120600232505493
163,1.7853591887732256
164,7.147793865756547
165,2.424077975144779
166,0.3323509538772834
167,1.0045959756373435
168,0.28156860987814003
169,2.190762651692517
170,1.1666826029655828
171,1.9671854752863118
172,1.980410142489078
173,1.0953930514431873
174,1.1551491385739177
175,1.3584520510635376
176,0.9971386240375452
177,1.2190162478461322
178,18.494984978616017
179,0.8468385389471204
180,6.828171885070679
181,1.257240822466688
182,0.5536796782373424
183,11.274423366751916
184,3.0161174812266234
185,0.9610375604447483
186,1.4149016536446006
187,1.1907092953393208
188,0.16491873074423574
189,2.2727906475744177
190,1.9129853633834553
191,2.995802236004233
192,0.4443918568581998
193,2.0599119401291084
194,0.8038290248671651
195,4.034853771574385
196,2.0536616856157335
197,1.231649997693176
198,6.96120400499901
199,11.013490538613144
200,0.9033513266273181
201,7.508162065870754
202,0.590750568854161
203,2.0745953401264807
204,2.7531699232885494
205,0.35788172735075136
206,3.6384588416062393
207,0.9349178459699214
208,1.3588478455363082
209,1.5385403125967423
210,12.701256459783055
211,0.7139880402313564
212,2.394698037960469
213,3.1221484111500053
214,0.4752405685219342
215,2.8230186198656972
216,0.0887167897704456
217,0.7193121851296859
218,0.2681400895739571
219,0.46047527552883133
220,1.8111942847782683
221,1.3281282663184424
222,1.8215950274893342
223,5.074359120580969
224,11.892287587664876
225,0.9434800162880039
226,5.2121209999491604
227,2.668438809476141
228,5.3409434493019035
229,3.234775076019431
230,0.3843488552224087
231,1.9074191998850978
232,2.1286330526236936
233,7.273359277854453
234,1.4483397560176865
235,1.038914302676997
236,15.615486752083934
237,1.0861685906080245
238,8.208330835963263
239,0.5682499131959372
240,1.851058218667696
241,0.9333204208576931
242,1.3419191690391223
243,5.4132126261321565
244,0.34742357596848245
245,1.3301060792084398
246,0.026159775816979834
247,1.7360428183425989
248,7.130962389780621
249,0.27464864202925254
250,2.21182241156438
251,6.345885832889904
252,17.57463973160651
253,0.5154212829111714
254,6.87525071618474
255,1.192932225637093
256,2.2924889605613696
257,3.2871303267593706
258,15.641979979012845
259,3.427825603328241
260,0.5835816959430841
261,2.2637228643178813
262,0.9968681813706076
263,0.5647269270236835
264,0.11847874964556458
265,6.919685555772367
266,1.9041589982847098
267,1.2861927409571121
268,2.2647637846692437
269,0.6567375326379221
270,5.603696389197905
271,1.2052202311992846
272,1.1573943432615126
273,0.6456150225324405
274,0.36920562703453674
275,6.330941534975686
276,3.129920956538237
277,0.37265123784648274
278,10.429106869171871
279,0.23005044927278748
280,5.606784689722981
281,1.1641505595433492
282,0.3190299727107224
283,3.651085581292061
284,1.006925361487095
285,7.331135264161596
286,4.909552610394018
287,1.509083508937537
288,2.097313460324904
289,1.5150735989378954
290,0.5835440419415104
291,0.6539150522309792
292,3.4180183434884466
293,0.7307588542307314
294,1.0301652901343847
295,2.6651394551995393
296,8.472260643686436
297,2.2692042780441386
298,1.7184929477361575
299,3.7152121730419165
300,0.14072189850311495
301,1.1173451278202269
302,0.4835450730985676
303,14.091760159467684
304,1.1965702010296697
305,0.7293725144948876
306,0.5772019512797917
307,1.013627908262815
308,1.0855354652434996
309,0.7738025981377058
310,0.4165155832424853
311,10.46722939595183
312,0.8786509082711097
313,1.1944108240836127
314,1.1944108240836127
315,5.539108393450727
316,1.9183721246511338
317,7.858942051586682
318,0.5593847793894432
319,1.1871564160862773
320,2.58487055271952
321,2.842728980792457
322,6.631739388237399
323,2.6248122308640913
324,0.7643431688310933
325,0.7643431688310933
326,7.359484227419845
327,0.2596836614722386
328,1.0388136003467703
329,1.3508916602823435
330,0.48508832955795406
331,0.9834825499346554
332,18.25131360349759
333,0.5390548157162458
334,0.34535358822653306
335,12.772256765235571
336,4.056667184409946
337,0.5594522629296497
338,1.267283863741392
339,0.40722372051738437
340,2.6904114176639693
341,2.1617221692714983
342,1.8691587005114296
343,1.170887734045458
