,0,1
0,47.592948,-122.253632
1,47.582872,-122.252978
2,47.575461,-122.24491
3,47.573724,-122.241133
4,47.568715,-122.233666
5,47.563213,-122.231434
6,47.556031,-122.230919
7,47.554119,-122.232979
8,47.552381,-122.232979
9,47.550122,-122.235726
10,47.542475,-122.237871
11,47.541721,-122.240961
12,47.537491,-122.244395
13,47.534768,-122.243193
14,47.530885,-122.239073
15,47.528335,-122.234095
16,47.524568,-122.227915
17,47.524858,-122.224482
18,47.526439,-122.223455
19,47.528684,-122.219278
20,47.529778,-122.218852
21,47.532252,-122.215698
22,47.534324,-122.213312
23,47.537259,-122.211351
24,47.539618,-122.209391
25,47.541805,-122.209561
26,47.543991,-122.208538
27,47.544854,-122.209391
28,47.546581,-122.209476
29,47.548652,-122.209476
30,47.552076,-122.209761
31,47.552923,-122.210008
32,47.553698,-122.209793
33,47.554161,-122.209664
34,47.554596,-122.209578
35,47.554849,-122.209589
36,47.555103,-122.209224
37,47.555421,-122.208902
38,47.555841,-122.20887
39,47.556341,-122.20916
40,47.55663,-122.209353
41,47.557079,-122.209546
42,47.557637,-122.209546
43,47.558216,-122.209471
44,47.559063,-122.20946
45,47.559693,-122.209181
46,47.560236,-122.209192
47,47.560576,-122.209407
48,47.561184,-122.209289
49,47.561749,-122.20931
50,47.562205,-122.209471
51,47.562777,-122.209729
52,47.563255,-122.209643
53,47.563675,-122.2096
54,47.564174,-122.209342
55,47.564536,-122.208742
56,47.564942,-122.20828
57,47.565391,-122.207905
58,47.565861,-122.207636
59,47.566411,-122.207476
60,47.566733,-122.207851
61,47.567258,-122.208098
62,47.567627,-122.20783
63,47.567997,-122.207883
64,47.568366,-122.207765
65,47.5691,-122.207785
66,47.569917,-122.207158
67,47.570354,-122.205419
68,47.570857,-122.204511
69,47.57163,-122.204068
70,47.572103,-122.20409
71,47.572781,-122.203625
72,47.573561,-122.203474
73,47.574137,-122.203625
74,47.574764,-122.20328
75,47.575303,-122.202642
76,47.57601,-122.202167
77,47.576586,-122.201692
78,47.577198,-122.20154
79,47.577854,-122.201713
80,47.578236,-122.202847
81,47.578367,-122.203405
82,47.578803,-122.204286
83,47.579314,-122.204881
84,47.580502,-122.206105
85,47.580903,-122.207527
86,47.58099,-122.208833
87,47.581037,-122.209952
88,47.58128,-122.211025
89,47.581623,-122.211567
90,47.582269,-122.212006
91,47.582417,-122.212779
92,47.582347,-122.214037
93,47.582604,-122.215444
94,47.582954,-122.216206
95,47.583838,-122.217045
96,47.585231,-122.218593
97,47.585117,-122.220878
98,47.585864,-122.222346
99,47.586578,-122.224631
100,47.587762,-122.224222
101,47.591007,-122.224367
102,47.594852,-122.226484
103,47.595112,-122.228336
104,47.594366,-122.228913
105,47.593635,-122.231343
106,47.593976,-122.232185
107,47.593571,-122.233532
108,47.592759,-122.235
109,47.592419,-122.23767
110,47.592532,-122.23897
111,47.593376,-122.240269
112,47.594349,-122.241279
113,47.595339,-122.24164
114,47.595874,-122.244112
115,47.59571,-122.246535
116,47.594605,-122.246745
117,47.593479,-122.247746
118,47.592421,-122.249182
119,47.592376,-122.250951
120,47.592939,-122.252386
121,47.592948,-122.253632
