,0,1
0,47.75642,-122.262437
1,47.75622,-122.257737
2,47.75742,-122.254737
3,47.75582,-122.257237
4,47.75462,-122.255537
5,47.75432,-122.249936
6,47.75422,-122.252536
7,47.75262,-122.255136
8,47.75172,-122.258337
9,47.75022,-122.258236
10,47.74552,-122.263537
11,47.73872,-122.266137
12,47.73832,-122.267337
13,47.73772,-122.267437
14,47.73422,-122.265036
15,47.73422,-122.265036
16,47.72672,-122.261636
17,47.71902,-122.259636
18,47.71402,-122.257736
19,47.70392,-122.246136
20,47.70102,-122.245036
21,47.69932,-122.240935
22,47.69712,-122.231235
23,47.697577,-122.227259
24,47.69938,-122.225709
25,47.700029,-122.22656
26,47.70392,-122.218135
27,47.703257,-122.214481
28,47.702623,-122.213049
29,47.701364,-122.211939
30,47.701364,-122.211939
31,47.70042,-122.210335
32,47.698623,-122.211367
33,47.69762,-122.212735
34,47.69812,-122.213635
35,47.69502,-122.217035
36,47.69332,-122.217835
37,47.69102,-122.218035
38,47.68552,-122.216935
39,47.68092,-122.214735
40,47.677967,-122.212383
41,47.67522,-122.209335
42,47.67502,-122.208335
43,47.67302,-122.206635
44,47.669821,-122.207235
45,47.667521,-122.208235
46,47.661221,-122.208535
47,47.654221,-122.207334
48,47.650221,-122.205234
49,47.648821,-122.206534
50,47.648821,-122.206534
51,47.648621,-122.211334
52,47.652121,-122.212934
53,47.652921,-122.215335
54,47.651921,-122.218235
55,47.650228,-122.22005
56,47.64729,-122.22137
57,47.641271,-122.222445
58,47.640821,-122.223334
59,47.640921,-122.226935
60,47.65162,-122.228735
61,47.65192,-122.230235
62,47.64972,-122.232035
63,47.640221,-122.231535
64,47.639267,-122.23046
65,47.639267,-122.23046
66,47.639421,-122.232635
67,47.64592,-122.239435
68,47.64472,-122.240835
69,47.63772,-122.242535
70,47.630121,-122.242135
71,47.619921,-122.242934
72,47.615121,-122.239034
73,47.613921,-122.236034
74,47.614021,-122.231034
75,47.607921,-122.223734
76,47.615521,-122.220834
77,47.615521,-122.220834
78,47.610021,-122.209534
79,47.607921,-122.207034
80,47.606621,-122.207734
81,47.608621,-122.214934
82,47.602921,-122.215134
83,47.599921,-122.210534
84,47.597021,-122.209934
85,47.586921,-122.206233
86,47.581921,-122.203333
87,47.578621,-122.196733
88,47.578121,-122.191433
89,47.578321,-122.189433
90,47.579211,-122.187926
91,47.579211,-122.187926
92,47.572521,-122.190233
93,47.570321,-122.187433
94,47.568221,-122.186733
95,47.568221,-122.189433
96,47.568721,-122.190833
97,47.569741415918,-122.191871782422
98,47.570521,-122.191833
99,47.571321,-122.189933
100,47.572021,-122.190833
101,47.571121,-122.193433
102,47.5685615282227,-122.192915215039
103,47.562521,-122.188933
104,47.553721,-122.194533
105,47.552721,-122.197233
106,47.545721,-122.196733
107,47.545721,-122.196733
108,47.538521,-122.196533
109,47.530021,-122.205533
110,47.528221,-122.204633
111,47.518421,-122.212033
112,47.514221,-122.206632
113,47.508522,-122.203332
114,47.505227,-122.202392
115,47.504609,-122.202804
116,47.504402,-122.203994
117,47.504402,-122.203994
118,47.500922,-122.211032
119,47.500321,-122.216232
120,47.500321,-122.216232
