,0,1
0,47.6759603238834,-122.412156607291
1,47.6759603238834,-122.412156607291
2,47.672719,-122.40734
3,47.670019,-122.40574
4,47.667719,-122.40364
5,47.667719,-122.40364
6,47.665419,-122.39924
7,47.664719,-122.39484
8,47.665919,-122.39344
9,47.666719,-122.39084
10,47.66652,-122.38744
11,47.661125,-122.379889
12,47.66082,-122.371739
13,47.65672,-122.366539
14,47.65012,-122.354338
15,47.65012,-122.354338
16,47.64762,-122.348238
17,47.64862,-122.347038
18,47.64792,-122.341738
19,47.64622,-122.338138
20,47.64566,-122.338049
21,47.644479,-122.334826
22,47.64507,-122.333258
23,47.651615,-122.328625
24,47.65322,-122.326537
25,47.65322,-122.326537
26,47.65372,-122.319337
27,47.65172,-122.314737
28,47.65032,-122.314137
29,47.64752,-122.309037
30,47.64742,-122.300237
31,47.64922,-122.297136
32,47.65002,-122.297236
33,47.65182,-122.295636
34,47.65382,-122.292236
35,47.65452,-122.286636
36,47.65412,-122.284036
37,47.65312,-122.281836
38,47.65152,-122.281436
39,47.64802,-122.277436
40,47.64782,-122.275736
41,47.65262,-122.275536
42,47.65772,-122.269036
43,47.66472,-122.266736
44,47.66652,-122.259635
45,47.671386,-122.253116
46,47.671386,-122.253116
47,47.68072,-122.245035
48,47.68262,-122.244935
49,47.68542,-122.247035
50,47.68752,-122.253035
51,47.68822,-122.257636
52,47.68792,-122.262536
53,47.69362,-122.270836
54,47.69462,-122.271836
55,47.69732,-122.272336
56,47.69732,-122.272336
57,47.71892,-122.278037
58,47.72022,-122.279437
59,47.73102,-122.281337
60,47.73332,-122.283337
61,47.73332,-122.283337
62,47.73692,-122.285737
63,47.74432,-122.283637
64,47.74772,-122.281837
65,47.74902,-122.278237
66,47.75112,-122.275137
67,47.75282,-122.274537
68,47.75642,-122.269537
69,47.75722,-122.265237
70,47.75642,-122.262437
