,0,1
0,47.702203,-122.390744
1,47.699568,-122.397625
2,47.696744,-122.403276
3,47.693314,-122.406297
4,47.689777,-122.403388
5,47.686727,-122.403611
6,47.682772,-122.404059
7,47.679835,-122.406073
8,47.676972,-122.407863
9,47.676294,-122.410045
10,47.672564,-122.407024
11,47.6685855671642,-122.419809656716
12,47.670219,-122.417541
13,47.671519,-122.412941
14,47.671719,-122.40904
15,47.669519,-122.40774
16,47.667719,-122.40814
17,47.666619,-122.40744
18,47.66302,-122.39094
19,47.66092,-122.384639
20,47.65892,-122.382339
21,47.65682,-122.382839
22,47.633371,-122.385797
23,47.6316055007817,-122.385761102603
24,47.6316055007817,-122.385761102603
25,47.63172,-122.386039
26,47.63102,-122.393739
27,47.63392,-122.40424
28,47.639766,-122.414645
29,47.6441659745756,-122.41813594208
30,47.658919,-122.429841
31,47.6685855671642,-122.419809656716
32,47.5608001080623,-122.404871612916
33,47.5608001080623,-122.404871612916
34,47.561365446012,-122.405217461414
35,47.56892,-122.409839
36,47.57602,-122.421139
37,47.5779130188679,-122.416514283019
38,47.58392,-122.401839
39,47.59572,-122.387139
40,47.5892498567045,-122.379945040503
41,47.5879529870275,-122.378503089761
42,47.5865518890998,-122.376945250733
43,47.3588752005092,-122.52603515084
44,47.360854,-122.52555
45,47.365653,-122.523414
46,47.366332,-122.522697
47,47.367934,-122.517859
48,47.369475,-122.516074
49,47.377616,-122.514854
50,47.381896,-122.517692
51,47.385627,-122.5223
52,47.390586,-122.525916
53,47.393866,-122.527123
54,47.398573,-122.527046
55,47.399244,-122.526619
56,47.399389,-122.525627
57,47.402923,-122.520287
58,47.404983,-122.522469
59,47.408034,-122.520836
60,47.412116,-122.516563
61,47.416366,-122.514061
62,47.420302,-122.51313
63,47.433166,-122.512245
64,47.439993,-122.51458
65,47.453528,-122.512276
66,47.461196,-122.508278
67,47.461791,-122.505928
68,47.463416,-122.503716
69,47.469527,-122.498863
70,47.474143,-122.497719
71,47.475669,-122.49836
72,47.478103,-122.492592
73,47.480086,-122.484398
74,47.483878,-122.480476
75,47.489265,-122.480248
76,47.495284,-122.479225
77,47.505553,-122.476631
78,47.510116,-122.476769
79,47.510985,-122.474983
80,47.5110397963053,-122.474512412635
81,47.5110397963053,-122.474512412635
82,47.5102986770083,-122.469919609554
83,47.509956,-122.467796
84,47.509372640219,-122.466410959052
85,47.5037820565226,-122.453137525409
86,47.503471,-122.452399
87,47.5033753796701,-122.452488090268
88,47.5015119207387,-122.45422429068
89,47.494773,-122.460503
90,47.4869456026941,-122.460034068463
91,47.486861,-122.460029
92,47.4867804621036,-122.459923974736
93,47.4820968580711,-122.453816331339
94,47.4756728134716,-122.445439070301
95,47.4680446964076,-122.43549164125
96,47.46643,-122.433386
97,47.4586989915642,-122.439363707972
98,47.458083,-122.43984
99,47.4490086092222,-122.43989453252
100,47.4372254867355,-122.439965343153
101,47.4368848908674,-122.439967389962
102,47.417647,-122.440083
103,47.4146881306157,-122.439380836533
104,47.407424,-122.437657
105,47.402129,-122.427327
106,47.4004753074058,-122.408613949126
107,47.399277,-122.395054
108,47.3938661091422,-122.384074898132
109,47.388718,-122.373629
110,47.38533,-122.378482
111,47.381325,-122.401768
112,47.3767970850653,-122.412150401206
113,47.3736737500037,-122.419312134185
114,47.370104181885,-122.427497068945
115,47.365607,-122.437809
116,47.354987,-122.448399
117,47.3436380453385,-122.453853317352
118,47.343337,-122.453998
119,47.3430318521321,-122.45538345058
120,47.342567,-122.457494
121,47.34452540556,-122.46912346181
122,47.344623,-122.469703
123,47.335172,-122.491237
124,47.3343798346397,-122.491186786239
125,47.3327373175738,-122.491082670404
126,47.332427,-122.491063
127,47.3322242239721,-122.491255142878
128,47.3305794595466,-122.492813659307
129,47.330253,-122.493123
130,47.3302668561355,-122.493505747349
131,47.3306304292164,-122.503548708681
132,47.33068,-122.504918
133,47.33332,-122.51885
134,47.3375858203245,-122.523335446717
135,47.33837,-122.52416
136,47.3396864538621,-122.524888528357
137,47.345542,-122.528129
138,47.3588752005092,-122.52603515084
139,47.4069209999996,-122.333926307692
140,47.4069209999996,-122.333926307692
141,47.408421,-122.335234
142,47.415921,-122.348035
143,47.4333397192118,-122.352791650246
144,47.441921,-122.355135
145,47.4452214446258,-122.362025980963
146,47.447621,-122.367036
147,47.450521,-122.383136
148,47.4576268197837,-122.37080291049
149,47.459221,-122.368036
150,47.481421,-122.361336
151,47.48842,-122.365236
152,47.5123453748548,-122.394348641264
153,47.5123453748548,-122.394348641264
154,47.51522,-122.396538
155,47.52482,-122.393938
156,47.55012,-122.398338
157,47.560621,-122.404619
158,47.486689,-122.361497
159,47.48882,-122.364836
160,47.48842,-122.365236
161,47.48842,-122.365236
162,47.50222,-122.386637
163,47.5123453748548,-122.394348641264
164,47.5123453748548,-122.394348641264
165,47.51522,-122.395538
166,47.51532,-122.395138
167,47.4069209999996,-122.333926307692
168,47.4069209999996,-122.333926307692
169,47.408421,-122.335234
170,47.415921,-122.348035
171,47.4333397192118,-122.352791650246
172,47.441921,-122.355135
173,47.4452214446258,-122.362025980963
174,47.447621,-122.367036
175,47.450521,-122.383136
176,47.4576268197837,-122.37080291049
177,47.459221,-122.368036
178,47.481421,-122.361336
179,47.48842,-122.365236
180,47.342021,-122.334234
181,47.3430441549655,-122.334167549544
182,47.3430441549655,-122.334167549544
183,47.348521,-122.324833
184,47.3669785675071,-122.325219750426
185,47.372431099889,-122.325334
186,47.3787947178715,-122.325467339995
187,47.391521,-122.325734
188,47.400621,-122.328434
189,47.4069209999996,-122.333926307692
190,47.4069209999996,-122.333926307692
191,47.3208014993381,-122.41760782532
192,47.3208014993381,-122.41760782532
193,47.3208143947873,-122.41756234266
194,47.3268291263337,-122.396348192963
195,47.3270993368678,-122.395395151804
196,47.3339082594189,-122.371379865143
197,47.3359068612015,-122.364330733011
198,47.335953,-122.364168
199,47.341421,-122.336934
200,47.3430441549655,-122.334167549544
201,47.653521,-122.091933
202,47.650021,-122.090133
203,47.642322,-122.082233
204,47.636122,-122.074232
205,47.633422,-122.072032
206,47.626622,-122.070932
207,47.617222,-122.068232
208,47.613022,-122.069432
209,47.610222,-122.072832
210,47.603806,-122.079053
211,47.603806,-122.079053
212,47.602922,-122.081132
213,47.601522,-122.081832
214,47.599922,-122.080732
215,47.597222,-122.082332
216,47.595622,-122.085032
217,47.591822,-122.088132
218,47.591122,-122.088132
219,47.583922,-122.084332
220,47.570222,-122.067931
221,47.568822,-122.064231
222,47.568422,-122.059931
223,47.566722,-122.055731
224,47.565222,-122.054931
225,47.562322,-122.057431
226,47.563122,-122.063731
227,47.561722,-122.064831
228,47.561722,-122.064831
229,47.559122,-122.066431
230,47.557722,-122.068231
231,47.555522,-122.074931
232,47.555722,-122.077131
233,47.558722,-122.079631
234,47.560922,-122.079831
235,47.568122,-122.082931
236,47.570322,-122.086631
237,47.571722,-122.092331
238,47.571822,-122.096732
239,47.573622,-122.107332
240,47.575282,-122.109763
241,47.575282,-122.109763
242,47.576422,-122.111432
243,47.580022,-122.112032
244,47.582722,-122.110332
245,47.592022,-122.110532
246,47.599922,-122.108632
247,47.600622,-122.109832
248,47.605322,-122.111732
249,47.611722,-122.107632
250,47.613622,-122.103532
251,47.618422,-122.097032
252,47.619922,-122.092932
253,47.625322,-122.087532
254,47.627322,-122.086932
255,47.627322,-122.086932
256,47.631022,-122.086832
257,47.633122,-122.087532
258,47.636821,-122.092133
259,47.640921,-122.099433
260,47.644921,-122.104333
261,47.650021,-122.107033
262,47.652521,-122.107633
263,47.655721,-122.098233
264,47.655221,-122.093633
265,47.653521,-122.091933
266,47.75642,-122.262437
267,47.75622,-122.257737
268,47.75742,-122.254737
269,47.75582,-122.257237
270,47.75462,-122.255537
271,47.75432,-122.249936
272,47.75422,-122.252536
273,47.75262,-122.255136
274,47.75172,-122.258337
275,47.75022,-122.258236
276,47.74552,-122.263537
277,47.73872,-122.266137
278,47.73832,-122.267337
279,47.73772,-122.267437
280,47.73422,-122.265036
281,47.73422,-122.265036
282,47.72672,-122.261636
283,47.71902,-122.259636
284,47.71402,-122.257736
285,47.70392,-122.246136
286,47.70102,-122.245036
287,47.69932,-122.240935
288,47.69712,-122.231235
289,47.697577,-122.227259
290,47.69938,-122.225709
291,47.700029,-122.22656
292,47.70392,-122.218135
293,47.703257,-122.214481
294,47.702623,-122.213049
295,47.701364,-122.211939
296,47.701364,-122.211939
297,47.70042,-122.210335
298,47.698623,-122.211367
299,47.69762,-122.212735
300,47.69812,-122.213635
301,47.69502,-122.217035
302,47.69332,-122.217835
303,47.69102,-122.218035
304,47.68552,-122.216935
305,47.68092,-122.214735
306,47.677967,-122.212383
307,47.67522,-122.209335
308,47.67502,-122.208335
309,47.67302,-122.206635
310,47.669821,-122.207235
311,47.667521,-122.208235
312,47.661221,-122.208535
313,47.654221,-122.207334
314,47.650221,-122.205234
315,47.648821,-122.206534
316,47.648821,-122.206534
317,47.648621,-122.211334
318,47.652121,-122.212934
319,47.652921,-122.215335
320,47.651921,-122.218235
321,47.650228,-122.22005
322,47.64729,-122.22137
323,47.641271,-122.222445
324,47.640821,-122.223334
325,47.640921,-122.226935
326,47.65162,-122.228735
327,47.65192,-122.230235
328,47.64972,-122.232035
329,47.640221,-122.231535
330,47.639267,-122.23046
331,47.639267,-122.23046
332,47.639421,-122.232635
333,47.64592,-122.239435
334,47.64472,-122.240835
335,47.63772,-122.242535
336,47.630121,-122.242135
337,47.619921,-122.242934
338,47.615121,-122.239034
339,47.613921,-122.236034
340,47.614021,-122.231034
341,47.607921,-122.223734
342,47.615521,-122.220834
343,47.615521,-122.220834
344,47.610021,-122.209534
345,47.607921,-122.207034
346,47.606621,-122.207734
347,47.608621,-122.214934
348,47.602921,-122.215134
349,47.599921,-122.210534
350,47.597021,-122.209934
351,47.586921,-122.206233
352,47.581921,-122.203333
353,47.578621,-122.196733
354,47.578121,-122.191433
355,47.578321,-122.189433
356,47.579211,-122.187926
357,47.579211,-122.187926
358,47.572521,-122.190233
359,47.570321,-122.187433
360,47.568221,-122.186733
361,47.568221,-122.189433
362,47.568721,-122.190833
363,47.569741415918,-122.191871782422
364,47.570521,-122.191833
365,47.571321,-122.189933
366,47.572021,-122.190833
367,47.571121,-122.193433
368,47.5685615282227,-122.192915215039
369,47.562521,-122.188933
370,47.553721,-122.194533
371,47.552721,-122.197233
372,47.545721,-122.196733
373,47.545721,-122.196733
374,47.538521,-122.196533
375,47.530021,-122.205533
376,47.528221,-122.204633
