,0,1
0,47.500321,-122.216232
1,47.500321,-122.216232
2,47.500321,-122.218633
3,47.500321,-122.218633
4,47.509521,-122.236233
5,47.51342,-122.248155
6,47.51342,-122.248155
7,47.51484,-122.251968
8,47.518212,-122.255471
9,47.52037,-122.260426
10,47.528521,-122.260734
11,47.529421,-122.263034
12,47.534221,-122.264034
13,47.545221,-122.257534
14,47.547521,-122.258134
15,47.548321,-122.257434
16,47.548721,-122.251734
17,47.551221,-122.247534
18,47.554021,-122.246034
19,47.562221,-122.250734
20,47.561621,-122.255734
21,47.553921,-122.254634
22,47.551721,-122.257334
23,47.551421,-122.259434
24,47.560521,-122.263834
25,47.564621,-122.266834
26,47.567721,-122.269935
27,47.570521,-122.276435
28,47.570506,-122.278637
29,47.570506,-122.278637
30,47.580721,-122.283935
31,47.58332,-122.287235
32,47.58772,-122.285335
33,47.58982,-122.285335
34,47.59292,-122.287035
35,47.59562,-122.286935
36,47.60022,-122.285135
37,47.60152,-122.284135
38,47.60152,-122.284135
39,47.616754,-122.280154
40,47.616754,-122.280154
41,47.62162,-122.280436
42,47.62272,-122.282436
43,47.62552,-122.281736
44,47.63082,-122.276736
45,47.63682,-122.276136
46,47.64122,-122.276236
47,47.641885,-122.276761
48,47.642618,-122.283468
49,47.64362,-122.287836
50,47.64612,-122.287136
51,47.64702,-122.290436
52,47.64692,-122.309037
53,47.64532,-122.309037
54,47.64402,-122.306737
55,47.64342,-122.310837
56,47.64372,-122.313437
57,47.64372,-122.313437
58,47.64682,-122.315237
59,47.65232,-122.320337
60,47.65242,-122.322237
61,47.64812,-122.326037
62,47.643338,-122.328977
63,47.638396,-122.330191
64,47.63672,-122.330137
65,47.63672,-122.330137
66,47.63432,-122.330437
67,47.63252,-122.327637
68,47.63052,-122.329637
69,47.62642,-122.338137
70,47.62862,-122.339638
71,47.63242,-122.339238
72,47.63802,-122.339438
73,47.64592,-122.347038
74,47.65032,-122.356438
75,47.65032,-122.356438
76,47.65672,-122.371172333333
77,47.657462,-122.377081
78,47.655911,-122.377047
79,47.655751,-122.380121
80,47.655751,-122.380121
81,47.65562,-122.382339
82,47.65682,-122.382839
83,47.65892,-122.382339
84,47.66092,-122.384639
85,47.66302,-122.39094
86,47.666619,-122.40744
87,47.667719,-122.40814
88,47.669519,-122.40774
89,47.671719,-122.40904
90,47.671519,-122.412941
91,47.670219,-122.417541
92,47.6685855671642,-122.419809656716
93,47.6685855671642,-122.419809656716
